domain,batch,inbox_count,source,notes,subcategory
reachalign.online,navreo-bjion-henry-zapmail,8,user-retired-2026-05-19,Reclassified 2026-05-19 from retired-client-mailboxes to navreo-bjion-henry-zapmail after Zapmail alert emails confirmed ClouDNS NS expectation. NS restored via Porkbun. RETIRED 2026-05-19. Broken DNS at DNSimple. 54 sleepiron inboxes already removed from Smartlead; 27 ben@ remained at audit time.,
reachalign.org,navreo-bjion-henry-zapmail,8,user-retired-2026-05-19,Reclassified 2026-05-19 from retired-client-mailboxes to navreo-bjion-henry-zapmail after Zapmail alert emails confirmed ClouDNS NS expectation. NS restored via Porkbun. RETIRED 2026-05-19. Broken DNS at DNSimple. 54 sleepiron inboxes already removed from Smartlead; 27 ben@ remained at audit time.,
reachalign.xyz,navreo-bjion-henry-zapmail,8,user-retired-2026-05-19,Reclassified 2026-05-19 from retired-client-mailboxes to navreo-bjion-henry-zapmail after Zapmail alert emails confirmed ClouDNS NS expectation. NS restored via Porkbun. RETIRED 2026-05-19. Broken DNS at DNSimple. 54 sleepiron inboxes already removed from Smartlead; 27 ben@ remained at audit time.,
reachamplifyy.info,amplifyy-kevin-dormer-maildoso,8,user-declared-2026-05-19-by-persona-rule,Reclassified from hypertide-dnsimple based on smtp.maildoso.com + Kevin Dormer persona,
reachanddepth.info,client-backups-jane-smithson-maildoso,8,user-declared-2026-05-19-by-persona-rule,Reclassified from hypertide-dnsimple based on smtp.maildoso.com + Jane Smithson persona,
reachandedge.info,client-backups-jane-smithson-maildoso,8,user-declared-2026-05-19-by-persona-rule,Reclassified from hypertide-dnsimple based on smtp.maildoso.com + Jane Smithson persona,
reachandfocus.info,client-backups-jane-smithson-maildoso,8,user-declared-2026-05-19-by-persona-rule,Reclassified from hypertide-dnsimple based on smtp.maildoso.com + Jane Smithson persona,
reachandgrowth.click,navreo-bjion-henry-zapmail,8,user-retired-2026-05-19,Reclassified 2026-05-19 from retired-client-mailboxes to navreo-bjion-henry-zapmail after Zapmail alert emails confirmed ClouDNS NS expectation. NS restored via Porkbun. RETIRED 2026-05-19. Broken DNS at DNSimple. 54 sleepiron inboxes already removed from Smartlead; 27 ben@ remained at audit time.,
reachandgrowth.info,navreo-bjion-henry-zapmail,8,user-retired-2026-05-19,Reclassified 2026-05-19 from retired-client-mailboxes to navreo-bjion-henry-zapmail after Zapmail alert emails confirmed ClouDNS NS expectation. NS restored via Porkbun. RETIRED 2026-05-19. Broken DNS at DNSimple. 54 sleepiron inboxes already removed from Smartlead; 27 ben@ remained at audit time.,
reachandgrowth.one,navreo-bjion-henry-zapmail,8,user-retired-2026-05-19,Reclassified 2026-05-19 from retired-client-mailboxes to navreo-bjion-henry-zapmail after Zapmail alert emails confirmed ClouDNS NS expectation. NS restored via Porkbun. RETIRED 2026-05-19. Broken DNS at DNSimple. 54 sleepiron inboxes already removed from Smartlead; 27 ben@ remained at audit time.,
reachandgrowth.online,navreo-bjion-henry-zapmail,8,user-retired-2026-05-19,Reclassified 2026-05-19 from retired-client-mailboxes to navreo-bjion-henry-zapmail after Zapmail alert emails confirmed ClouDNS NS expectation. NS restored via Porkbun. RETIRED 2026-05-19. Broken DNS at DNSimple. 54 sleepiron inboxes already removed from Smartlead; 27 ben@ remained at audit time.,
reachandgrowth.pro,navreo-bjion-henry-zapmail,8,user-retired-2026-05-19,Reclassified 2026-05-19 from retired-client-mailboxes to navreo-bjion-henry-zapmail after Zapmail alert emails confirmed ClouDNS NS expectation. NS restored via Porkbun. RETIRED 2026-05-19. Broken DNS at DNSimple. 54 sleepiron inboxes already removed from Smartlead; 27 ben@ remained at audit time.,
reachandgrowth.xyz,navreo-bjion-henry-zapmail,8,user-retired-2026-05-19,Reclassified 2026-05-19 from retired-client-mailboxes to navreo-bjion-henry-zapmail after Zapmail alert emails confirmed ClouDNS NS expectation. NS restored via Porkbun. RETIRED 2026-05-19. Broken DNS at DNSimple. 54 sleepiron inboxes already removed from Smartlead; 27 ben@ remained at audit time.,
reachandimpact.info,client-backups-jane-smithson-maildoso,8,user-declared-2026-05-19-by-persona-rule,Reclassified from hypertide-dnsimple based on smtp.maildoso.com + Jane Smithson persona,
reachandscale.info,client-backups-jane-smithson-maildoso,8,user-declared-2026-05-19-by-persona-rule,Reclassified from hypertide-dnsimple based on smtp.maildoso.com + Jane Smithson persona,
reachnavreo.info,navreo-bjion-henry-maildoso,8,user-declared-2026-05-19,,
revenuenavreo.info,navreo-bjion-henry-maildoso,8,user-declared-2026-05-19,,
revenuewithamplifyy.info,amplifyy-kevin-dormer-hypertide-azure,52,inferred-from-persona+brand-2026-05-19,,
revenuewithnavreo.info,navreo-bjion-henry-boomerang,3,user-declared-2026-05-19,,
revenuewithnavreo.xyz,navreo-bjion-henry-boomerang,3,user-declared-2026-05-19,,
runamplifyy.info,amplifyy-kevin-dormer-hypertide-azure,52,inferred-from-persona+brand-2026-05-19,,
salesamplifyy.info,amplifyy-kevin-dormer-maildoso,8,user-declared-2026-05-19-by-persona-rule,Reclassified from hypertide-dnsimple based on smtp.maildoso.com + Kevin Dormer persona,
salesnavreo.biz,navreo-bjion-henry-boomerang,3,user-declared-2026-05-19,,
salesnavreo.info,navreo-bjion-henry-boomerang,3,user-declared-2026-05-19,,
salesnavreo.org,navreo-bjion-henry-boomerang,3,user-declared-2026-05-19,,
saleswithamplifyy.info,amplifyy-kevin-dormer-maildoso,8,user-declared-2026-05-19-by-persona-rule,Reclassified from hypertide-dnsimple based on smtp.maildoso.com + Kevin Dormer persona,
saleswithnavreo.biz,navreo-bjion-henry-boomerang,3,user-declared-2026-05-19,,
saleswithnavreo.com,navreo-bjion-henry-hypertide-azure,3,inferred-from-persona+brand-2026-05-19,,
saleswithnavreo.info,navreo-bjion-henry-boomerang,3,user-declared-2026-05-19,,
saleswithnavreo.org,navreo-bjion-henry-boomerang,3,user-declared-2026-05-19,,
scaleamplifyy.info,amplifyy-kevin-dormer-hypertide-azure,52,inferred-from-persona+brand-2026-05-19,,
scaleandbridge.info,client-backups-jane-smithson-maildoso,8,user-declared-2026-05-19-by-persona-rule,Reclassified from hypertide-dnsimple based on smtp.maildoso.com + Jane Smithson persona,
scaleandfocus.info,client-backups-jane-smithson-maildoso,8,user-declared-2026-05-19-by-persona-rule,Reclassified from hypertide-dnsimple based on smtp.maildoso.com + Jane Smithson persona,
scaleandgrowth.info,client-backups-jane-smithson-maildoso,8,user-declared-2026-05-19-by-persona-rule,Reclassified from hypertide-dnsimple based on smtp.maildoso.com + Jane Smithson persona,
scaleandimpact.info,client-backups-jane-smithson-maildoso,8,user-declared-2026-05-19-by-persona-rule,Reclassified from hypertide-dnsimple based on smtp.maildoso.com + Jane Smithson persona,
scaleandlift.info,client-backups-jane-smithson-maildoso,8,user-declared-2026-05-19-by-persona-rule,Reclassified from hypertide-dnsimple based on smtp.maildoso.com + Jane Smithson persona,
scaleandreach.biz,client-backups-jane-smithson-hypertide-azure,52,user-declared-2026-05-19-screenshot-evidence,Hypertide-Azure-managed; NOT in user Porkbun account; Jane Smithson persona; 52 inboxes,
scaleandreach.click,navreo-bjion-henry-zapmail,8,user-retired-2026-05-19,Reclassified 2026-05-19 from retired-client-mailboxes to navreo-bjion-henry-zapmail after Zapmail alert emails confirmed ClouDNS NS expectation. NS restored via Porkbun. RETIRED 2026-05-19. Broken DNS at DNSimple. 54 sleepiron inboxes already removed from Smartlead; 27 ben@ remained at audit time.,
scaleandreach.com,client-backups-jane-smithson-hypertide-azure,52,user-declared-2026-05-19-screenshot-evidence,Hypertide-Azure-managed; NOT in user Porkbun account; Jane Smithson persona; 52 inboxes,
scaleandreach.info,client-backups-jane-smithson-hypertide-azure,52,user-declared-2026-05-19-screenshot-evidence,Hypertide-Azure-managed; NOT in user Porkbun account; Jane Smithson persona; 52 inboxes,
scaleandreach.one,navreo-bjion-henry-zapmail,8,user-retired-2026-05-19,Reclassified 2026-05-19 from retired-client-mailboxes to navreo-bjion-henry-zapmail after Zapmail alert emails confirmed ClouDNS NS expectation. NS restored via Porkbun. RETIRED 2026-05-19. Broken DNS at DNSimple. 54 sleepiron inboxes already removed from Smartlead; 27 ben@ remained at audit time.,
scaleandreach.xyz,navreo-bjion-henry-zapmail,8,user-retired-2026-05-19,Reclassified 2026-05-19 from retired-client-mailboxes to navreo-bjion-henry-zapmail after Zapmail alert emails confirmed ClouDNS NS expectation. NS restored via Porkbun. RETIRED 2026-05-19. Broken DNS at DNSimple. 54 sleepiron inboxes already removed from Smartlead; 27 ben@ remained at audit time.,
scaleandvision.info,client-backups-jane-smithson-maildoso,8,user-declared-2026-05-19-by-persona-rule,Reclassified from hypertide-dnsimple based on smtp.maildoso.com + Jane Smithson persona,
scalenavreo.info,navreo-bjion-henry-maildoso,8,user-declared-2026-05-19,,
scalewithamplifyy.info,amplifyy-kevin-dormer-maildoso,8,user-declared-2026-05-19-by-persona-rule,Reclassified from hypertide-dnsimple based on smtp.maildoso.com + Kevin Dormer persona,
scalewithnavreo.digital,navreo-bjion-henry-hypertide-azure,52,inferred-from-persona+brand-2026-05-19,,
scalewithnavreo.info,navreo-bjion-henry-hypertide-azure,52,inferred-from-persona+brand-2026-05-19,,
scalingwithnavreo.biz,navreo-bjion-henry-hypertide-azure,52,inferred-from-persona+brand-2026-05-19,,
scalingwithnavreo.info,navreo-bjion-henry-hypertide-azure,52,inferred-from-persona+brand-2026-05-19,,
scalingwithnavreo.org,navreo-bjion-henry-hypertide-azure,52,inferred-from-persona+brand-2026-05-19,,
sellersamplifyy.info,amplifyy-kevin-dormer-maildoso,8,user-declared-2026-05-19-by-persona-rule,Reclassified from hypertide-dnsimple based on smtp.maildoso.com + Kevin Dormer persona,
sellwithnavreo.com,navreo-bjion-henry-hypertide-azure,3,inferred-from-persona+brand-2026-05-19,,
smartreachalign.info,client-backups-jane-smithson-hypertide-azure,52,user-declared-2026-05-19-screenshot-evidence,Hypertide-Azure-managed; NOT in user Porkbun account; Jane Smithson persona; 52 inboxes,
startwithnavreo.info,navreo-bjion-henry-hypertide-azure,52,inferred-from-persona+brand-2026-05-19,,
strategizewithnavreo.info,navreo-bjion-henry-hypertide-azure,52,inferred-from-persona+brand-2026-05-19,,
strategizewithnavreo.org,navreo-bjion-henry-hypertide-azure,52,inferred-from-persona+brand-2026-05-19,,
strategyandgrow.biz,client-backups-jane-smithson-hypertide-azure,52,user-declared-2026-05-19-screenshot-evidence,Hypertide-Azure-managed; NOT in user Porkbun account; Jane Smithson persona; 52 inboxes,
strategyhubconsulting.info,client-backups-jane-smithson-hypertide-azure,52,user-declared-2026-05-19-screenshot-evidence,Hypertide-Azure-managed; NOT in user Porkbun account; Jane Smithson persona; 52 inboxes,
strategyhubconsulting.net,client-backups-jane-smithson-hypertide-azure,52,user-declared-2026-05-19-screenshot-evidence,Hypertide-Azure-managed; NOT in user Porkbun account; Jane Smithson persona; 52 inboxes,
strategysuccess.info,client-backups-jane-smithson-hypertide-azure,52,user-declared-2026-05-19-screenshot-evidence,Hypertide-Azure-managed; NOT in user Porkbun account; Jane Smithson persona; 52 inboxes,
surgeamplifyy.info,amplifyy-kevin-dormer-hypertide-azure,52,inferred-from-persona+brand-2026-05-19,,
theamplifyy.info,amplifyy-kevin-dormer-hypertide-azure,52,inferred-from-persona+brand-2026-05-19,,
theamplifyybrand.info,amplifyy-kevin-dormer-hypertide-azure,52,inferred-from-persona+brand-2026-05-19,,
theamplifyycollective.info,amplifyy-kevin-dormer-hypertide-azure,51,inferred-from-persona+brand-2026-05-19,,
theamplifyyhub.info,amplifyy-kevin-dormer-hypertide-azure,52,inferred-from-persona+brand-2026-05-19,,
theamplifyylab.info,amplifyy-kevin-dormer-hypertide-azure,52,inferred-from-persona+brand-2026-05-19,,
theamplifyyteam.info,amplifyy-kevin-dormer-hypertide-azure,52,inferred-from-persona+brand-2026-05-19,,
thedigitalflow.biz,client-backups-jane-smithson-hypertide-azure,52,user-declared-2026-05-19-screenshot-evidence,Hypertide-Azure-managed; NOT in user Porkbun account; Jane Smithson persona; 52 inboxes,
thedigitalflow.info,client-backups-jane-smithson-hypertide-azure,52,user-declared-2026-05-19-screenshot-evidence,Hypertide-Azure-managed; NOT in user Porkbun account; Jane Smithson persona; 52 inboxes,
thedigitalflow.net,client-backups-jane-smithson-hypertide-azure,52,user-declared-2026-05-19-screenshot-evidence,Hypertide-Azure-managed; NOT in user Porkbun account; Jane Smithson persona; 52 inboxes,
thenavreo.info,navreo-bjion-henry-maildoso,8,user-declared-2026-05-19,,
thenavreoagency.info,navreo-bjion-henry-maildoso,8,user-declared-2026-05-19,,
thenavreogroup.info,navreo-bjion-henry-maildoso,8,user-declared-2026-05-19,,
thenavreohub.info,navreo-bjion-henry-maildoso,8,user-declared-2026-05-19,,
thenavreoteam.info,navreo-bjion-henry-maildoso,8,user-declared-2026-05-19,,
tryarnic.biz,arnic-jacki-arnic-hypertide-azure,50,inferred-from-persona+brand-2026-05-19,,
tryarnicbiz.biz,arnic-jacki-arnic-hypertide-azure,50,inferred-from-persona+brand-2026-05-19,,
tryarnicbiz.info,arnic-jacki-arnic-hypertide-azure,50,inferred-from-persona+brand-2026-05-19,,
tryarnicbizsolutions.biz,arnic-jacki-arnic-hypertide-azure,50,inferred-from-persona+brand-2026-05-19,,
tryarnicbizsolutions.info,arnic-jacki-arnic-hypertide-azure,50,inferred-from-persona+brand-2026-05-19,,
tryarnicsolutions.biz,arnic-jacki-arnic-hypertide-azure,50,inferred-from-persona+brand-2026-05-19,,
tryarnicsolutions.info,arnic-jacki-arnic-hypertide-azure,50,inferred-from-persona+brand-2026-05-19,,
trynavreo.info,navreo-bjion-henry-hypertide-azure,52,inferred-from-persona+brand-2026-05-19,,
usenavreo.info,navreo-bjion-henry-maildoso,8,user-declared-2026-05-19,,
usenavreo.pro,navreo-bjion-henry-maildoso,8,user-declared-2026-05-19,,
weamplifyy.info,amplifyy-kevin-dormer-hypertide-azure,52,inferred-from-persona+brand-2026-05-19,,
withamplifyy.info,amplifyy-kevin-dormer-hypertide-azure,52,inferred-from-persona+brand-2026-05-19,,
withnavreo.info,navreo-bjion-henry-maildoso,8,user-declared-2026-05-19,,
