campaign_platform_id,client_id,campaign_name,campaign_status,proposed_mechanism,proposed_list_source,proposed_offer_type,confidence,APPROVE (y/n/correction)
sl:3285068,navreo,Meeting Request,DRAFTED,targeted-list,,,low,
sl:3285050,navreo,Meeting Request,DRAFTED,targeted-list,,,low,
sl:3285035,navreo,Meeting Request,DRAFTED,targeted-list,,,low,
sl:3146822,navreo,Meeting Request,DRAFTED,targeted-list,,,low,
sl:3274583,navreo,Meeting Request,DRAFTED,targeted-list,,,low,
sl:3189285,navreo,Meeting Request,DRAFTED,targeted-list,,,low,
sl:3175166,navreo,Meeting Request,DRAFTED,targeted-list,,,low,
sl:3550326,navreo,Meeting Request,PAUSED,targeted-list,,,low,
sl:3506765,navreo,Meeting Request,PAUSED,targeted-list,,,low,
sl:3174626,navreo,Meeting Request,DRAFTED,targeted-list,,,low,
sl:3507927,navreo,Meeting Request,DRAFTED,targeted-list,,,low,
sl:3174563,navreo,Meeting Request,DRAFTED,targeted-list,,,low,
sl:3279292,navreo,Meeting Request,DRAFTED,targeted-list,,,low,
sl:3488225,navreo,Meeting Request,DRAFTED,targeted-list,,,low,
sl:3026946,navreo,Meeting Request,PAUSED,targeted-list,,,low,
sl:3026594,navreo,Meeting Request,DRAFTED,targeted-list,,,low,
sl:3022889,navreo,Meeting Request,DRAFTED,targeted-list,,,low,
sl:3471178,navreo,Meeting Request,DRAFTED,targeted-list,,,low,
sl:3279262,navreo,Meeting Request,DRAFTED,targeted-list,,,low,
sl:3278856,navreo,Meeting Request,DRAFTED,targeted-list,,,low,
sl:2995277,navreo,Meeting Request,DRAFTED,targeted-list,,,low,
sl:3278745,navreo,Meeting Request,DRAFTED,targeted-list,,,low,
sl:3445225,navreo,Meeting Request,DRAFTED,targeted-list,,,low,
sl:3145797,navreo,Meeting Request,DRAFTED,targeted-list,,,low,
sl:3507398,navreo,Meeting Request,DRAFTED,targeted-list,,,low,
sl:3512692,navreo,Meeting Request,DRAFTED,targeted-list,,,low,
sl:3175140,navreo,Meeting Request,DRAFTED,targeted-list,,,low,
sl:3471179,navreo,Meeting Request,DRAFTED,targeted-list,,,low,
sl:3464922,navreo,Meeting Request,PAUSED,targeted-list,,,low,
sl:3451854,navreo,Meeting Request,DRAFTED,targeted-list,,,low,
sl:3175113,navreo,Meeting Request,DRAFTED,targeted-list,,,low,
sl:3445513,navreo,Meeting Request,DRAFTED,targeted-list,,,low,
sl:3175063,navreo,Meeting Request,DRAFTED,targeted-list,,,low,
sl:3478822,navreo,Meeting Request,DRAFTED,targeted-list,,,low,
sl:3252474,navreo,Meeting Request,DRAFTED,targeted-list,,,low,
sl:3245514,navreo,Meeting Request,DRAFTED,targeted-list,,,low,
sl:3175048,navreo,Meeting Request,DRAFTED,targeted-list,,,low,
sl:3539522,navreo,Meeting Request,PAUSED,targeted-list,,,low,
sl:3174886,navreo,Meeting Request,DRAFTED,targeted-list,,,low,
sl:3495918,navreo,Meeting Request,DRAFTED,targeted-list,,,low,
sl:3174522,navreo,Meeting Request,DRAFTED,targeted-list,,,low,
sl:3174450,navreo,Meeting Request,DRAFTED,targeted-list,,,low,
sl:3472185,navreo,Meeting Request,PAUSED,targeted-list,,,low,
sl:3487933,navreo,Meeting Request,DRAFTED,targeted-list,,,low,
sl:3278781,navreo,Meeting Request,DRAFTED,targeted-list,,,low,
sl:3472181,navreo,Meeting Request,ACTIVE,targeted-list,,,low,
sl:3488468,navreo,Meeting Request,DRAFTED,targeted-list,,,low,
sl:3472176,navreo,Meeting Request,PAUSED,targeted-list,,,low,
sl:3401561,navreo,Meeting Request,PAUSED,targeted-list,,,low,
sl:3612629,navreo,Meeting Request,DRAFTED,targeted-list,,,low,
sl:3472169,navreo,Meeting Request,PAUSED,targeted-list,,,low,
sl:3146574,navreo,Meeting Request,DRAFTED,targeted-list,,,low,
sl:3471182,navreo,Meeting Request,DRAFTED,targeted-list,,,low,
sl:3471180,navreo,Meeting Request,DRAFTED,targeted-list,,,low,
sl:3612094,navreo,Meeting Request,DRAFTED,targeted-list,,,low,
sl:3507284,navreo,Meeting Request,DRAFTED,targeted-list,,,low,
sl:3509014,navreo,Meeting Request,DRAFTED,targeted-list,,,low,
sl:3142152,navreo,Meeting Request,DRAFTED,targeted-list,,,low,
sl:3512956,navreo,Meeting Request,DRAFTED,targeted-list,,,low,
sl:3134279,navreo,Meeting Request,DRAFTED,targeted-list,,,low,
sl:3278381,navreo,Meeting Request,DRAFTED,targeted-list,,,low,
sl:3134269,navreo,Meeting Request,DRAFTED,targeted-list,,,low,
sl:3124139,navreo,Meeting Request,DRAFTED,targeted-list,,,low,
sl:3536844,navreo,Meeting Request,DRAFTED,targeted-list,,,low,
sl:3539624,navreo,Meeting Request,PAUSED,targeted-list,,,low,
sl:2965093,navreo,Meeting Request,DRAFTED,targeted-list,,,low,
sl:3244835,navreo,Meeting Request,DRAFTED,targeted-list,,,low,
sl:3054060,navreo,Meeting Request,DRAFTED,targeted-list,,,low,
sl:3400809,navreo,Meeting Request,PAUSED,targeted-list,,,low,
sl:3124135,navreo,Meeting Request,DRAFTED,targeted-list,,,low,
sl:3278552,navreo,Meeting Request,DRAFTED,targeted-list,,,low,
sl:3124128,navreo,Meeting Request,DRAFTED,targeted-list,,,low,
sl:2995326,navreo,Meeting Request,DRAFTED,targeted-list,,,low,
sl:2973669,navreo,Meeting Request,DRAFTED,targeted-list,,,low,
sl:2961282,navreo,Meeting Request,DRAFTED,targeted-list,,,low,
sl:3124119,navreo,Meeting Request,DRAFTED,targeted-list,,,low,
sl:2948788,navreo,Meeting Request,DRAFTED,targeted-list,,,low,
sl:3550275,navreo,Meeting Request,DRAFTED,targeted-list,,,low,
sl:3124114,navreo,Meeting Request,DRAFTED,targeted-list,,,low,
sl:2969267,navreo,Meeting Request,DRAFTED,targeted-list,,,low,
sl:2964430,navreo,Meeting Request,DRAFTED,targeted-list,,,low,
sl:2949362,navreo,Meeting Request,DRAFTED,targeted-list,,,low,
sl:2948921,navreo,Meeting Request,DRAFTED,targeted-list,,,low,
sl:3602201,navreo,Meeting Request,DRAFTED,targeted-list,,,low,
sl:3124110,navreo,Meeting Request,DRAFTED,targeted-list,,,low,
sl:3279227,navreo,Meeting Request,DRAFTED,targeted-list,,,low,
sl:3506835,navreo,Meeting Request,PAUSED,targeted-list,,,low,
sl:3224801,navreo,Navreo - Arnic List,ACTIVE,targeted-list,,,low,
sl:3507926,navreo,Navreo - Commercial Cleaning Services,ACTIVE,targeted-list,,,low,
sl:3487932,navreo,Navreo - Commercial Real Estate (CRE) ,ACTIVE,targeted-list,,,low,
sl:3488224,navreo,Navreo - Commercial Roofing Contractor,ACTIVE,targeted-list,,,low,
sl:3322794,navreo,Navreo - Exporters - 26th April - Ocean.io - [May 2026] New,ACTIVE,events,,,low,
sl:3495917,navreo,Navreo - freight forwarder / 3PL,ACTIVE,targeted-list,,,low,
sl:3331499,navreo,Navreo - GTM Hiring Signal,ACTIVE,hiring-signal,,,medium,
sl:3488466,navreo,Navreo - MSP,ACTIVE,targeted-list,,,low,
sl:3465108,navreo,Navreo - Presentation Skills Training,ACTIVE,targeted-list,,,low,
sl:3356274,navreo,Navreo - Recruitment - Claude Code offer - Hard,PAUSED,hiring-signal,,hard,medium,
sl:3356261,navreo,Navreo - Recruitment - Claude Code offer - Soft,ACTIVE,hiring-signal,,soft,medium,
sl:3538256,navreo,Navreo - SaaS Sales Leaders - New Prospeo List,ACTIVE,targeted-list,,,low,
sl:3336738,navreo,Navreo - SDRs,ACTIVE,targeted-list,,,low,
sl:3550274,navreo,Navreo - YC Startups,ACTIVE,targeted-list,,,low,
sl:3576107,navreo,Navreo | (consulting/marketing/PR),ACTIVE,targeted-list,,,low,
sl:3285033,navreo,Navreo | Agencies & Consultancies | CEO | Clay - [May 2026] ,ACTIVE,targeted-list,client-supplied,,medium,
sl:3285048,navreo,Navreo | Agencies & Consultancies | Sales Leaders | Clay - [May 2026],ACTIVE,targeted-list,client-supplied,,medium,
sl:3315723,navreo,Navreo | Agencies & Consultancies | Sales Leaders | Prospeo (Agency Filter) - [May 2026],ACTIVE,targeted-list,,,low,
sl:3548905,navreo,Navreo | Catch-All | CEOs,DRAFTED,targeted-list,,,low,
sl:3285066,navreo,Navreo | Catch-All | Sales Leaders | Clay - [May 2026] ,PAUSED,targeted-list,client-supplied,,medium,
sl:3507283,navreo,Navreo | Distributors [June] ,ACTIVE,targeted-list,,,low,
sl:3278373,navreo,Navreo | Influencer Marketing Agencies/SaaSs,ACTIVE,targeted-list,,,low,
sl:3274582,navreo,Navreo | ITAD / Asset Surplus ,ACTIVE,targeted-list,,,low,
sl:3477409,navreo,Navreo | Latka | Saas ,ACTIVE,targeted-list,,,low,
sl:3575784,navreo,Navreo | Latka | Saas (3-10),ACTIVE,targeted-list,,,low,
sl:3507270,navreo,Navreo | Manufacturers [June],ACTIVE,targeted-list,,,low,
sl:3285011,navreo,Navreo | SaaS Software | CEO | Clay - [May 2026],ACTIVE,targeted-list,client-supplied,soft,medium,
sl:3315481,navreo,Navreo | SaaS Software | Sales Leaders | Prospeo (SaaS Filter) - [May 2026],ACTIVE,targeted-list,,soft,medium,
sl:3245501,navreo,Navreo | Software Development | Discolike ,ACTIVE,targeted-list,,soft,medium,
sl:3507262,navreo,Navreo | Wholesalers [June],ACTIVE,targeted-list,,,low,
sl:3324615,navreo,New Reconnect: Navreo | SaaS Software | Sales Leaders (Hard) ,ACTIVE,targeted-list,,soft,medium,
sl:3324844,navreo,New Recontact (April): Navreo - Instantly Follower - [EVEN] ,ACTIVE,followers,,,medium,
sl:3324891,navreo,New Recontact (April): Navreo - Salesloft Follower  - [EVEN],ACTIVE,followers,,,medium,
sl:3278380,navreo,Olivia Duncan - Interior Design,ACTIVE,targeted-list,,,low,
sl:3441403,navreo,Reconnect: Amplifyy - Not on Amazon (Hard),ACTIVE,targeted-list,,hard,medium,
sl:3441407,navreo,Reconnect: Amplifyy - Not on Amazon (Soft),ACTIVE,targeted-list,,soft,medium,
sl:3441378,navreo,Reconnect: Amplifyy - Present on Amazon (Hard),ACTIVE,targeted-list,,hard,medium,
sl:3441395,navreo,Reconnect: Amplifyy - Present on Amazon (Soft),ACTIVE,targeted-list,,soft,medium,
sl:3531198,navreo,Reconnect: Arnic - Sales Enablement Adoption - Hard,ACTIVE,targeted-list,,hard,medium,
sl:3531200,navreo,Reconnect: Arnic - Sales Enablement Adoption - Soft,ACTIVE,targeted-list,,soft,medium,
sl:3580292,navreo,Reconnect: Arnic – SaaS Sales Leaders – [June 2026] ,ACTIVE,targeted-list,,,low,
sl:3445988,navreo,Reconnect: Navreo - Exporters - [June],PAUSED,events,,,low,
sl:3317530,navreo,Reconnect: Navreo - SEO & GEO Agencies - New Angle,ACTIVE,targeted-list,,,low,
sl:3451852,navreo,Reconnect: Navreo | Agencies & Consultancies | CEO | Clay - [May 2026] ,ACTIVE,targeted-list,client-supplied,,medium,
sl:3512691,navreo,Reconnect: Navreo | Agencies & Consultancies | Sales Leaders | Clay - [May 2026] ,ACTIVE,targeted-list,client-supplied,,medium,
sl:3244833,navreo,Reconnect: Navreo | Market Research | Hard ,PAUSED,targeted-list,,hard,medium,
sl:3244829,navreo,Reconnect: Navreo | Market Research | Soft ,PAUSED,targeted-list,,soft,medium,
sl:3317159,navreo,Reconnect: Navreo | SaaS Software | Sales Leaders (Hard) [May 2026],ACTIVE,targeted-list,,soft,medium,
sl:3536839,navreo,Reconnect: Navreo | SaaS Software | Sales Leaders | Prospeo - [May 2026] ,DRAFTED,targeted-list,,soft,medium,
sl:3507396,navreo,Reconnect: Olivia Duncan - Interior Design ,PAUSED,targeted-list,,,low,
sl:3512955,navreo,Recontact (2): Navreo - SaaS Sales Leaders [Salesloft copy],ACTIVE,targeted-list,,,low,
sl:3509012,navreo,Recontact (June): Navreo - Clay Followers,ACTIVE,followers,client-supplied,,medium,
sl:3478821,navreo,Recontact (June): Navreo - Combined Instantly Follower ,ACTIVE,followers,,,medium,
sl:3445224,navreo,Recontact (June): Navreo - Salesloft Follower ,ACTIVE,followers,,,medium,
sl:3396215,navreo,Recontact (May): Navreo - Clay Follower - Claude Code,ACTIVE,followers,client-supplied,,medium,
sl:3445511,navreo,Recontact: Navreo - Followers Recovered,ACTIVE,followers,,,medium,
sl:3347812,navreo,TheirStack — Navreo VP/Head of Sales Hiring Signal,ACTIVE,hiring-signal,theirstack,,medium,
